僲	亻 覀 舛
𨗰	辶 卣 糸 
𨗼	辶 𠂉 帶 
𨗾	辶 父 𦍒 
𨘁	辶 幺 方 糸 
𨘂	辶 君 多 
𨘃	辶 痯 
𨘇	辶 舝 
𨘉	辶 箑 
𨘌	辶 禍 
𨘔	辶 誩 
𨘕	辶 與 
𨘙	辶 玄 軍 
𨘬	辶 蔕 
𨘮	辶 𧆞 多 
𨘲	辶 竹 室 
𨘴	辶 靠 
𨘵	辶 㔽 見 
𨘷	辶 䫉 
𨘸	辶 歷 
𨘼	辶 輲 
𨘾	辶 霍 
𨙀	辶 土 革 殳 
𨙂	辶 繇 
𨙄	辶 龠 
𨙎	辶 𧪟 
𨙏	辶 艸 章 
𨙓	辶 聶 
𨙔	辶 𩣷 
𨙡	辶 𡸁 鳥 
𨙩	十 ⻏ 
𨙫	口 ⻏ 
𨙬	己 ⻏ 
𨙭	土 ⻏ 
𨙮	凡 ⻏ 
𨙯	寸 ⻏ 
𨙳	叉 ⻏ 
𨙴	才 ⻏ 
𨙵	乡 ⻏ 
𨙶	巿 ⻏ 
𨙷	井 ⻏ 
𨙹	少 ⻏ 
𨙺	丑 ⻏ 
𨙻	冄 ⻏ 
𨙽	今 ⻏ 
𨚍	比 ⻏ 
𨚓	弗 ⻏ 
𨚔	包 ⻏ 
𨚖	此 ⻏ 
𨚗	冉 ⻏ 
𨚘	未 ⻏ 
𨚙	号 ⻏ 
𨚡	氶 邑 
𨚣	正 ⻏ 
𨚧	加 ⻏ 
𨚮	白 ⻏ 
𨚯	同 ⻏ 
𨚰	早 ⻏ 
𨚱	丞 ⻏ 
𨚲	存 ⻏ 
𨚳	亡 巛 ⻏ 
𨚴	如 ⻏ 
𨚵	𢦏 邑 
𨚶	年 ⻏ 
𨚾	𡕒 𡕒 ⻏ 
𨛈	全 ⻏ 
𨛉	色 ⻏ 
𨛊	犭 大 ⻏ 
𨛋	里 ⻏ 
𨛍	肖 ⻏ 
𨛎	旱 ⻏ 
𨛏	坐 ⻏ 
𨛑	忌 ⻏ 
𨛒	步 ⻏ 
𨛓	弄 ⻏ 
𨛔	否 ⻏ 
𨛕	卣 ⻏ 
𨛖	⺊ 𠕁 ⻏ 
𨛡	肙 ⻏ 
𨛣	含 ⻏ 
𨛤	豕 ⻏ 
𨛥	角 ⻏ 
𨛫	𥝢 邑 
𨛬	非 邑 
𨛭	舍 ⻏ 
𨛮	居 ⻏ 
𨛯	宜 ⻏ 
𨛰	爭 ⻏ 
𨛱	宗 ⻏ 
𨛲	禾 千 ⻏ 
𨛳	昔 ⻏ 
𨛵	虎 ⻏ 
𨛶	受 ⻏ 
𨜂	尚 邑 
𨜌	官 ⻏ 
𨜍	杲 ⻏ 
𨜎	𣏋 ⻏ 
𨜏	盈 ⻏ 
𨜐	思 ⻏ 
𨜑	目 木 ⻏ 
𨜒	契 ⻏ 
𨜓	貞 ⻏ 
𨜔	皇 ⻏ 
𨜖	禺 ⻏ 
𨜗	勿 虫 ⻏ 
𨜘	屋 ⻏ 
𨜛	叜 ⻏ 
𨜜	省 ⻏ 
𨜩	泉 ⻏ 
𨜫	矦 ⻏ 
𨜰	姜 ⻏ 
𨜱	𡧱 ⻏ 
𨜳	宮 ⻏ 
𨜴	盍 ⻏ 
𨜵	𥁕 ⻏ 
𨜶	益 ⻏ 
𨜷	旁 ⻏ 
𨜺	翁 ⻏ 
𨜻	虔 ⻏ 
𨜼	栗 ⻏ 
𨜽	扅 ⻏ 
𨜾	倉 ⻏ 
𨜿	祟 ⻏ 
𨝀	鬼 ⻏ 
𨝆	哥 ⻏ 
𨝈	亻 弆 ⻏ 
𨝋	祭 ⻏ 
𨝌	乾 ⻏ 
𨝎	康 ⻏ 
𨝏	离 ⻏ 
𨝐	參 ⻏ 
𨝑	貫 ⻏ 
𨝓	票 ⻏ 
𨝖	邕 來 
𨝘	虖 ⻏ 
𨝛	荼 ⻏ 
𨝜	幸 廴 ⻏ 
𨝞	虍 𠂠 邑 
𨝟	禾 攵 厂 邑 
𨝢	㝡 ⻏ 
𨝦	堂 邑 
𨝨	措 ⻏ 
𨝩	𨊴 邑 
𨝫	翕 ⻏ 
𨝭	馮 ⻏ 
𨝮	棸 ⻏ 
𨝯	童 ⻏ 
𨝰	喬 ⻏ 
𨝱	焦 ⻏ 
𨝲	臯 ⻏ 
𨝳	貲 ⻏ 
𨝴	黃 ⻏ 
𨝵	林 月 ⻏ 
𨝸	覃 ⻏ 
𨞎	口 軍 ⻏ 
𨞐	盛 ⻏ 
𨞑	邕 臭 
𨞒	稓 ⻏ 
𨞓	奧 ⻏ 
𨞕	蜀 ⻏ 
𨞗	羣 ⻏ 
𨞘	䖒 ⻏ 
𨞙	豦 ⻏ 
𨞛	葛 ⻏ 
𨞠	𨛜 共 
𨞣	歲 ⻏ 
𨞨	蓋 ⻏ 
𨞩	翟 ⻏ 
𨞪	壽 ⻏ 
𨞫	蒙 ⻏ 
𨞰	𨛜 皂 
𨞲	龵 馬 ⻏ 
𨞳	鼻 ⻏ 
𨞶	自 果 ⻏ 
𨞷	夭 夭 虫 ⻏ 
𨞺	厲 ⻏ 
𨞻	麃 ⻏ 
𨞼	蔓 ⻏ 
𨞽	畾 ⻏ 
𨞾	興 ⻏ 
𨞿	羮 ⻏ 
𨟂	艹 魚 ⻏ 
𨟃	徵 ⻏ 
𨟄	樊 邑 
𨟊	質 ⻏ 
𨟏	𤎭 ⻏ 
𨟐	㙶 ⻏ 
𨟑	歷 ⻏ 
𨟖	磨 ⻏ 
𨟗	蔿 ⻏ 
𨟙	嬰 ⻏ 
𨟚	襄 ⻏ 
𨟥	𰘾 ⻏ 
𨟦	𠨧 ⻏ 
𨟲	弋 酉 
𨟴	酉 勻 
𨟵	酉 比 
𨟶	戈 酉 
𨟸	酉 勿 
𨟹	酉 今 
𨟺	酉 丏 
𨟼	酉 亢 
𨟽	火 酉 
𨟾	酉 氏 
𨠋	酉 瓜 
𨠌	酉 冬 
𨠎	酉 令 
𨠏	酉 氐 
𨠐	酉 此 
𨠑	酉 㐌 
𨠓	酉 𠂔 
𨠔	酉 必 
𨠖	酉 包 
𨠟	酉 平 
𨠡	酉 㞋 
𨠤	酉 戎 
𨠥	酉 危 
𨠦	酉 交 
𨠬	酉 老 
𨠭	合 酉 
𨠶	酉 色 
𨠸	酉 巠 
𨠹	酉 大 朩 
𨠿	酉 夾 
𨡁	酉 見 
𨡂	酉 希 
𨡃	酉 夆 
𨡄	酉 言 
𨡌	酉 委 
𨡍	酉 沓 
𨡎	酉 念 
𨡏	酉 典 
𨡐	制 酉 
𨡑	酉 周 
𨡒	酉 勹 𦈢 
𨡓	爿 𱼀 酉 
𨡗	酉 穹 
𨡞	酉 靣 
𨡡	酋 巳 亼 
𨡢	酓 欠 
𨡣	念 酉 
𨡤	酉 亠 因 
𨡩	酉 癹 
𨡫	酉 軍 
𨡬	酉 泴 
𨡭	敄 酉 
𨡮	酉 怱 
𨡱	酉 苦 
𨡲	酉 秋 
𨡴	酉 酋 
𨡸	酉 苶 
𨡻	酉 叜 
𨢂	酉 胤 
𨢅	酋 卒 
𨢆	酉 桑 
𨢇	酉 留 
𨢈	𠦝 酋 
𨢉	酉 豈 
𨢊	酉 冡 
𨢋	𣪊 酉 
𨢌	酉 鬲 
𨢎	酉 冥 
𨢐	酉 旁 
𨢑	酉 兼 
𨢜	酉 隺 
𨢠	酉 宀 乃 皿 
𨢡	酉 畢 
𨢢	酉 莫 
𨢣	酉 頃 
𨢤	殸 酉 
𨢥	酉 曼 
𨢦	酉 責 
𨢩	酉 𬀷 
𨢪	酉 巢 
𨢬	酉 荼 
𨢮	𥎿 酉 
𨢯	淰 酉 
𨢵	酉 祭 
𨢸	酉 盖 
𨢹	皮 刑 酉 
𨢿	酉 單 
𨣀	酉 尞 
𨣁	酉 善 
𨣂	酉 蛬 
𨣃	酉 勞 
𨣄	酉 華 
𨣅	酉 最 
𨣇	酉 閒 
𨣈	酉 貴 
𨣉	酉 間 
𨣍	酉 奢 
𨣔	酉 叅 
𨣕	酉 次 皿 
𨣗	𣪠 酉 
𨣘	酉 宓 皿 
𨣙	酉 雹 
𨣚	酉 亶 
𨣛	酉 尚 甘 
𨣝	酉 感 
𨣠	酉 ⺫ 𡗜 干 
𨣢	酉 遂 
𨣦	酉 與 
𨣧	酉 齊 
𨣨	酉 監 
𨣬	酉 雨 厂 巴 
𨣯	酉 鼏 
𨣱	酉 蔑 
𨣵	酉 賛 
𨣸	酉 覧 
𨣻	嬐 酉 
𨣾	彌 酉 
𨤂	酉 醟 
𨤃	酉 藏 
𨤄	酉 𥳑 
𨤇	酉 𣍘 
𨤋	酉 覽 
𨤎	酉 鹽 
𨤑	釆 𠬞 
𨤕	釆 奄 
𨤘	釆 枼 
𨤚	釆 冓 
𨤡	釆 廣 
𨤢	少 里 
𨤤	里 也 
𨤩	必 里 
𨤫	𠅃 里 
𨤱	是 里 
𨤲	𭆆 里 
𨤴	重 疌 
𨤹	重 集 
𨤽	金 匕 
𨥂	金 孑 
𨥇	金 寸 
𨥍	金 凶 
𨥑	金 卝 
𨥙	金 井 
𨥛	金 互 
𨥞	金 𠆢 十 
𨥣	凵 厶 金 
𨥦	金 𠂔 
𨥧	金 乏 
𨥨	金 矛 
𨥪	金 十 丶 丶 丶 
𨥴	石 金 
𨥶	金 代 
𨥸	金 匈 
𨥺	金 弘 
𨦂	金 礼 
𨦃	金 朶 
𨦄	金 㕂 
𨦆	金 㫐 
𨦕	金 㓝 
𨦖	金 𫠥 
𨦗	金 灰 
𨦛	金 伏 
𨦜	金 爫 丂 
𨦞	金 舟 
𨦡	金 羊 
𨦭	金 牢 
𨦮	汲 金 
𨦯	金 役 
𨦰	金 丣 
𨦱	金 囱 
𨦳	金 内 口 
𨧀	金 杜 
𨧐	金 吞 
𨧑	金 爫 工 
𨧕	金 言 
𨧖	金 床 
𨧗	金 方 彡 
𨧙	金 弔 口 
𨧥	金 些 
𨧦	陂 金 
𨧧	金 豖 
𨧨	金 芮 
𨧪	金 帚 
𨧫	金 事 
𨧭	禾 士 金 
𨧰	金 乖 
𨧱	金 屈 
𨧳	制 金 
𨧵	金 凵 又 𡈼 
𨨏	金 波 
𨨕	金 参 
𨨗	林 金 
𨨘	金 臤 
𨨙	金 匚 𢆶 
𨨚	金 少 火 
𨨛	金 和 
𨨜	金 乳 
𨨠	金 匊 
𨨡	金 於 
𨨢	金 炊 
𨨬	巛 万 刂 金 
𨨭	金 艹 双 
𨨯	金 奏 
𨨰	金 耎 
𨨱	金 活 
𨨲	金 持 
𨨳	金 夂 缶 
𨨴	金 𥄉 
𨨶	金 卸 
𨨷	金 突 
𨨸	金 䖟 
𨨹	金 耷 
𨨺	削 金 
𨩀	金 矦 
𨩥	金 封 
𨩦	金 苟 
𨩧	南 金 
𨩨	金 查 
𨩩	金 冒 
𨩪	金 山 虫 
𨩫	金 便 
𨩬	金 囟 大 
𨩯	金 勉 
𨩰	金 㚅 
𨩲	金 咨 
𨩴	金 穿 
𨩵	金 穴 反 
𨩶	金 冠 
𨩸	金 㢲 
𨩻	金 凵 又 八 夂 
𨩽	金 虐 
𨪄	土 向 金 
𨪅	鈹 毛 
𨪈	金 鬼 
𨪉	金 虒 
𨪊	金 㕚 虫 
𨪌	金 耆 
𨪍	金 娑 
𨪎	金 彧 
𨪏	金 疾 
𨪑	錢 刂 
𨪒	金 𠳯 
𨪕	金 芻 
𨪗	金 笍 
𨪳	金 䎡 
𨪶	金 晏 
𨪷	金 骨 
𨪹	金 先 王 
𨪾	金 𰲚 
𨪿	金 夗 由 
𨫀	金 展 
𨫁	金 癶 口 又 
𨫒	金 屚 
𨫔	埶 金 
𨬁	金 䒑 巾 升 丶 
𨬍	金 隋 
𨬐	厥 金 
𨬑	厤 金 
𨬒	金 敢 
𨬔	金 閏 
𨬕	金 古 幸 
𨬖	金 孱 
𨬗	金 須 
𨬚	金 黹 
𨬝	坴 丮 金 
𨭃	金 牚 
𨭅	金 山 𠫓 冉 
𨭆	金 黑 
𨭌	金 彭 
𨭎	金 喜 
𨭓	金 𢦏 吉 
𨭖	金 亶 
𨭗	金 會 
𨭚	金 剽 
𨭛	金 葛 
𨭺	金 禁 
𨮁	金 粤 
𨮂	金 解 
𨮔	金 與 
𨮪	爾 金 
𨮬	鏢 寸 
𨮭	金 厂 斯 
𨮴	金 登 儿 
𨮸	金 劉 
𨮹	金 適 
𨮺	金 𥝌 尤 旨 
𨮻	金 廛 
𨮿	金 箸 
𨯀	金 稽 
𨯓	金 蔡 
𨯞	彊 金 
𨯟	金 霍 
𨯲	金 頭 
𨯽	金 篱 
𨰂	金 薦 
𨰆	金 穴 瓜 瓜 瓜 
𨰋	金 禮 
𨰏	金 闒 
𨰑	金 藋 
𨰓	金 𥳑 
𨰜	金 爵 
𨰞	金 靡 
𨰠	金 羸 
𨰦	金 寳 
𨰭	金 纂 
𨰵	轟 金 
𨰸	金 言 韯 
𨰾	钅 马 
𨰿	钅 乞 
𨱀	钅 互 
𨱁	钅 殳 
𨱂	钅 化 
𨱃	钅 瓜 
𨱄	钅 出 
𨱅	钅 㐱 
𨱈	钅 束 
𨱉	钅 京 
𨱊	钅 屈 
𨱋	钅 夌 
𨱌	钅 贯 
𨱍	钅 郎 
𨱎	钅 俞 
𨱐	钅 屚 
𨱒	钅 欶 
𨱓	钅 焦 
𨱕	钅 解 
𨱖	钅 微 
𨱙	镸 几 
𨱚	镸 殳 
𨱛	镸 公 
𨱜	镸 支 
𨱝	镸 攵 
𨱡	镸 氏 
𨱣	镸 㕛 
𨱤	镸 冗 
𨱦	镸 出 
𨱧	镸 幼 
𨱫	镸 甘 
𨱭	镸 号 
𨱮	镸 𪠲 
𨱯	镸 尒 
𨱱	镸 母 
𨱵	镸 兆 
𨱺	镸 士 廾 
𨱻	镸 吉 
𨱼	死 長 
𨱿	镸 戎 
𨲀	镸 弄 
𨲁	镸 夭 小 
𨲄	镸 厶 小 又 
𨲆	镸 肖 
𨲈	镸 隹 
𨲉	镸 垂 
𨲊	镸 岸 
𨲋	镸 卑 
𨲎	镸 易 
𨲐	镸 夂 丕 
𨲑	镸 刀 又 云 
𨲒	镸 录 
𨲓	镸 省 
𨲗	壴 長 
𨲛	镸 首 
𨲜	镸 扁 
𨲞	镸 剔 
𨲟	镸 容 
𨲧	镸 從 
𨲪	镸 責 
𨲫	镸 逢 
𨲬	镸 𭄶 
𨲭	镸 喬 
𨲮	镸 勞 
𨲯	镸 曾 
𨲰	镸 毛 朋 
𨲱	镸 叅 
𨲳	镸 農 
𨲵	镸 亶 
𨲿	镸 夂 貴 
𨳀	镸 褭 
𨳁	镸 龍 
𨳂	镸 毚 
𨳆	镸 囊 
𨳋	門 几 
𨳌	𠄟 門 
𨳑	門 亡 
𨳔	三 門 
𨳕	門 子 
𨳗	門 公 
𨳘	門 屯 
𨳙	門 內 
𨳚	門 分 
𨳛	門 及 
𨳝	門 壬 
𨳞	門 丑 
𨳠	門 冈 
𨳡	門 卝 
𨳣	門 兮 
𨳲	門 卞 
𨳷	門 它 
𨳺	門 失 
𨳻	門 宂 
𨳼	門 甘 
𨳿	門 外 
𨴀	門 冋 
𨴆	門 打 
𨴊	門 矢 
𨴌	門 厶 ⺕ 
𨴍	門 牟 
𨴎	門 而 
𨴏	門 同 
𨴐	門 先 
𨴑	門 匡 
𨴒	門 㓞 
𨴓	門 危 
𨴗	門 至 
𨴘	門 厶 丑 
𨴚	幵 門 
𨴛	門 老 
𨴜	門 有 
𨴞	門 年 
𨴡	門 兆 
𨴢	門 多 
𨴣	門 安 
𨴩	門 余 
𨴪	門 甫 
𨴬	門 告 
𨴭	門 甬 
𨴯	門 豕 
𨴰	門 作 
𨴹	門 孝 
𨴺	門 村 
𨴻	門 里 
𨴼	門 見 
𨴾	門 別 
𨵂	門 氏 巾 
𨵃	門 免 
𨵄	門 完 
𨵆	門 系 
𨵈	門 非 
𨵉	門 幸 
𨵊	門 戔 
𨵋	門 委 
𨵌	門 阿 
𨵍	門 沾 
𨵎	門 竒 
𨵐	門 股 
𨵗	門 卦 
𨵘	門 虎 
𨵚	門 果 
𨵛	門 明 
𨵝	門 沓 
𨵞	門 乖 
𨵟	門 服 
𨵠	門 屆 
𨵡	門 屈 
𨵤	門 奇 
𨵥	門 省 
𨵦	門 俞 
𨵧	門 咼 
𨵩	門 畐 
𨵪	門 頁 
𨵫	門 若 
𨵬	門 限 
𨵭	門 建 
𨵮	門 重 
𨵰	門 下 下 下 
𨵴	門 南 
𨵶	門 昜 
𨵸	門 便 
𨵼	門 𠁭 
𨶀	門 荅 
𨶁	門 晏 
𨶂	門 益 
𨶅	門 羔 
𨶆	門 倉 
𨶇	門 烏 
𨶈	門 唐 
𨶊	倠 門 
𨶐	門 适 
𨶔	門 ⺶ 𠬝 
𨶗	門 浪 
𨶜	門 㪷 
𨶝	門 孰 
𨶟	門 羽 𠆢 ⺕ 
𨶠	門 鳥 
𨶢	門 魚 
𨶨	門 側 
𨶪	門 翏 
𨶬	門 畫 
𨶭	門 無 
𨶮	門 壹 
𨶯	門 黑 
𨶰	門 黃 
𨶱	門 華 
𨶲	門 焦 
𨶺	門 淼 
𨶼	凵 亠 丷 閤 
𨶽	居 閏 
𨶿	門 登 
𨷀	門 絡 
𨷁	門 堯 
𨷃	門 遂 
𨷄	門 日 者 
𨷆	門 天 韭 
𨷇	門 溫 
𨷎	奓 閏 
𨷐	門 熅 
𨷒	門 𡺳 
𨷓	門 廌 
𨷔	門 熏 
𨷘	門 需 
𨷙	門 塾 
𨷥	門 失 𰋣 
𨷦	門 歷 
𨷩	門 頭 
𨷬	門 𠆢 爾 
𨷱	門 繇 
𨷲	門 龠 
𨷻	門 䜌 
𨷽	門 鹽 
𨷿	门 乡 
𨸀	门 子 
𨸁	门 亡 
𨸂	门 方 
𨸃	门 毛 
𨸄	门 艮 
𨸅	门 至 
𨸆	门 畐 
𨸇	门 便 
𨸉	门 荅 
𨸋	门 焦 
𨸌	门 壹 
𨸎	门 龠 
𨸐	⻖ 乃 
𨸑	⻖ 丂 
𨸒	⻖ 九 
𨸓	⻖ 刀 
𨸔	⻖ 几 
𨸗	⻖ 干 
𨸘	⻖ 广 
𨸙	⻖ ⻏ 
𨸚	⻖ 及 
𨸛	⻖ 气 
𨸜	⻖ 殳 
𨸝	⻖ 氏 
𨸟	⻖ 区 
𨸩	⻖ 攵 
𨸬	⻖ 申 
𨸭	⻖ 叵 
𨸮	⻖ 㕣 
𨸯	⻖ 瓜 
𨸰	⻖ 尻 
𨸱	⻖ 冉 
𨸷	𨸏 戶 乙 
𨸺	⻖ 甲 
𨸻	⻖ 夂 厶 
𨸼	⻖ 必 
𨹀	⻖ 此 
𨹁	⻖ 虫 
𨹃	⻖ 朶 
𨹅	⻖ 𠂤 
𨹆	⻖ 䏍 
𨹈	⻖ 𠆢 火 
𨹊	⻖ 众 
𨹋	⻖ 勹 王 
𨹌	⻖ 肉 
𨹔	⻖ 色 
𨹗	⻖ 并 
𨹘	⻖ 序 
𨹙	⻖ 吞 
𨹚	⻖ 成 
𨹜	⻖ 豆 
𨹝	⻖ 邑 
𨹟	⻖ 㔷 
𨹡	⻖ 又 九 土 
𨹵	⻖ 卷 
𨹶	⻖ 亝 
𨹸	⻖ 召 土 
𨹹	⻖ 朋 
𨹻	⻖ 典 
𨺀	𠂤 釆 𠃌 
𨺖	⻖ 尤 尤 
𨺚	𨸩 𠙻 
𨺝	⻖ 叕 
𨺟	⻖ 貞 
𨺠	⻖ 盾 
𨺡	⻖ 㚇 
𨺢	⻖ 風 
𨺣	⻖ 段 
𨺤	⻖ 畐 
𨺥	⻖ 兗 
𨺦	⻖ 叜 
𨺧	⻖ 酋 
𨺨	⻖ 咢 
𨺩	⻖ 建 
𨺫	臾 𨸏 
𨺮	⻖ 厶 麦 
𨺵	𨸏 㒸 
𨺸	⻖ 昴 
𨺹	⻖ 秋 
𨺿	⻖ 耳 女 
𨻀	⻖ 𣬉 
𨻁	⻖ 息 
𨻂	⻖ 晏 
𨻃	⻖ 匪 
𨻄	⻖ 臬 
𨻆	⻖ 虒 
𨻊	陜 土 
𨻌	⻖ 𠂹 
𨻍	⻖ 祟 
𨻏	𨸏 夾 土 
𨻒	⻖ 烕 
𨻕	⻖ 斊 
𨻖	⻖ 敉 
𨻗	⻖ 桑 
𨻣	⻖ 原 
𨻤	陜 女 
𨻥	⻖ 㫫 
𨻧	⻖ 留 
𨻨	⻖ 𧴲 
𨻱	⻖ 崩 
𨻲	⻖ 虖 
𨻳	⻖ 焉 
𨻵	⻖ 崔 
𨻶	⻖ 𡭽 
𨻷	⻖ 康 
𨻺	⻖ 頃 
𨻻	⻖ 婁 
𨻼	⻖ 𡌦 
𨼇	降 生 
𨼈	⻖ 𥥭 
𨼉	⻖ 羽 肊 
𨼊	⻖ 無 
𨼋	⻖ 虛 
𨼌	⻖ 欽 
𨼍	⻖ 臯 
𨼎	⻖ 絕 
𨼐	⻖ 朁 
𨼑	⻖ 屠 
𨼒	⻖ 單 
𨼓	⻖ 智 
𨼔	⻖ 尋 
𨼣	⻖ 甘 罕 
𨼤	陳 欠 
𨼥	⻖ 最 
𨼪	⻖ 楚 
𨼫	⻖ 豦 
𨼬	⻖ 解 
𨼮	⻖ 詹 
𨼯	⻖ 貇 
𨼱	𨺅 夬 
𨼽	𠂤 豦 
𨼿	⻖ 蒙 
𨽀	⻖ 厭 
𨽁	⻖ 聚 
𨽂	⻖ 僕 
𨽄	𨺅 吏 
𨽉	⻖ 署 
𨽊	⻖ 免 免 
𨽌	⻖ 𤔌 木 
𨽍	⻖ 賣 
𨽏	⻖ 廣 
𨽐	⻖ 𠒶 
𨽑	⻖ 爫 𢒗 
𨽖	⻖ 褭 
𨽗	⻖ 頻 
𨽝	𨺅 廿 冄 
𨽟	⻖ 遺 
𨽥	⻖ 步 馬 
𨽦	⻖ 聶 
𨽧	⻖ 雚 
𨽨	⻖ 鬵 
𨽯	⻖ 𰲚 𰲚 
𨽲	⻖ 靈 
𨽵	𨺅 㸂 
𨽷	亥 隶 
𨽸	镸 隶 
𨽹	𠤕 隶 
𨽻	𥘈 隶 
𨽿	枲 隶 
𨾂	隶 異 
𨾅	七 隹 
𨾉	久 隹 
𨾊	工 隹 
𨾌	于 隹 
𨾎	隹 夨 
𨾒	亢 隹 
𨾓	戈 隹 
𨾔	方 隹 
𨾚	夫 隹 
𨾛	氏 隹 
𨾡	申 隹 
𨾤	失 隹 
𨾦	氐 隹 
𨾬	左 隹 
𨾯	奴 隹 
𨾰	厶 干 隹 
𨾴	吅 隹 
𨾻	隹 劣 
𨾾	兆 隹 
𨿁	𤓳 隹 
𨿇	隹 肉 
𨿏	巫 隹 
𨿐	寽 隹 
𨿛	隹 希 
𨿠	垂 隹 
𨿡	享 隹 
𨿢	東 隹 
𨿭	⻖ 左 隹 
𨿳	𤕫 倠 
𨿿	重 隹 
𩀋	耎 隹 
𩀖	衣 口 隹 
𩀜	骨 隹 
𩀞	倉 隹 
𩀠	𣪊 隹 
𩀣	句 句 隹 
𩀧	斬 隹 
𩀪	麻 隹 
𩀫	區 隹 
𩀲	尸 隹 炙 
𩀶	隋 隹 
𩀼	𢽳 隹 
𩀿	朁 隹 
𩁌	隓 隹 
𩁞	蔡 隹 
𩁟	黎 隹 
𩁯	瞿 隹 
𩁴	雥 匊 
𩁷	雨 丁 
𩁹	雨 于 
𩁺	雨 彡 
𩁿	雨 𰀄 
𩂂	雨 勿 
𩂃	雨 夬 
𩂄	雨 屯 
𩂆	雨 不 
𩂈	雨 心 
𩂉	雨 天 
𩂍	雨 水 
𩂎	雨 父 
𩂒	雨 𢀴 
𩂓	雨 冬 
𩂔	雨 犮 
𩂕	雨 弗 
𩂖	雨 乍 
𩂗	雨 出 
𩂙	雨 𠆢 夕 
𩂝	雨 史 
𩂞	雨 卯 
𩂢	雨 乑 
𩂣	雨 各 
𩂤	雨 舟 
𩂥	雨 因 
𩂦	雨 并 
𩂧	雨 汚 
𩂨	雨 𠕋 
𩂪	雨 八 ⺝ 
𩂫	雨 夂 夂 
𩂴	雨 朿 
𩂵	雨 尸 巳 
𩂹	雨 役 
𩂻	雨 𦔮 
𩂼	雨 更 
𩂽	雨 弄 
𩂾	雷 丂 
𩂿	雨 君 
𩃀	雨 延 
𩃁	雨 沒 
𩃃	雨 厸 夂 
𩃋	雨 形 
𩃍	雨 㳂 
𩃎	雨 汸 
𩃐	雨 低 
𩃑	雨 扌 片 
𩃒	雨 垂 
𩃔	雨 㦰 
𩃕	雨 爿 木 
𩃖	雨 疌 
𩃙	雷 大 
𩃚	雨 泫 
𩃜	雨 泣 
𩃞	雨 𢨯 
𩃠	雲 内 
𩃡	雨 𦥔 
𩃬	雲 今 
𩃭	雨 松 
𩃯	雨 水 灬 
𩃰	雨 氵 㐌 
𩃱	雨 沱 
𩃴	雨 歹 月 
𩃵	雨 染 
𩃷	雲 代 
𩃹	雨 臿 
𩃺	雨 侯 
𩃾	雨 元 虫 
𩄅	雨 昷 
𩄊	雨 計 
𩄋	雨 洏 
𩄕	雨 昰 
𩄖	雨 彖 
𩄗	雨 正 乎 
𩄘	雨 翁 
𩄙	雨 圅 
𩄚	雨 眞 
𩄛	雨 陣 
𩄜	雨 索 
𩄝	雨 差 
𩄞	雨 秝 
𩄠	雨 真 
𩄡	雨 兼 
𩄢	雨 冓 
𩄦	雨 彳 夆 
𩄪	雨 一 由 火 
𩄬	雨 浼 
𩄮	雨 退 
𩄯	雺 目 
𩄷	雨 白 占 
𩄸	雨 任 攴 
𩄺	雨 哢 
𩄻	雨 莫 
𩄼	雨 渄 
𩄽	雨 婁 
𩄾	雨 責 
𩄿	雨 孛 攵 
𩅀	雨 執 
𩅁	雨 莽 
𩅃	雨 崇 
𩅄	雨 鹿 
𩅅	雨 洴 
𩅆	雨 辶 日 夂 
𩅇	雨 部 
𩅉	雨 眾 
𩅌	雨 尚 大 
𩅍	雨 曼 
𩅖	召 雨 幺 大 
𩅝	雲 奄 
𩅞	雩 重 
𩅠	雨 湳 
𩅡	雨 隋 
𩅢	雨 敫 
𩅣	雲 云 云 
𩅥	雨 隊 
𩅦	雨 單 
𩅧	雨 衆 
𩅨	雨 朁 
𩅩	雨 厤 
𩅪	雨 湘 
𩅮	雨 替 
𩅰	雨 斯 
𩅲	雨 巾 㒸 
𩅴	雨 渾 
𩅸	雨 畱 
𩅼	雨 僉 
𩅽	雨 農 
𩅾	雲 甚 
𩅿	雨 溥 
𩆀	雨 氵 隻 
𩆁	雨 會 
𩆂	雨 資 
𩆄	雨 雍 
𩆅	雨 䪞 
𩆆	雨 鼎 
𩆎	雨 溜 
𩆑	雨 酸 
𩆒	霝 囗 㐅 
𩆓	雨 漫 
𩆔	雨 墊 
𩆘	雨 𰀉 囗 缶 
𩆚	霝 𠕁 
𩆜	霝 玉 
𩆝	雨 厂 林 心 
𩆟	兔 需 
𩆣	雨 㼲 
𩆤	雨 潸 
𩆦	雲 曹 
𩆩	雨 澍 
𩆮	雨 器 
𩆯	雨 澰 
𩆱	雨 𧇨 
𩆲	雨 𪏵 
𩆵	雨 鮮 
𩆶	雨 襄 
𩆷	雨 韱 
𩆸	雨 濯 
𩆻	霝 囷 
𩆼	霝 泠 
𩆽	雨 懜 
𩆿	雨 雙 
𩇄	霝 音 
𩇇	雨 𦓈 
𩇎	霝 大 吅 土 
𩇏	雨 纖 
𩇐	雨 衢 
𩇕	青 彡 
𩇖	元 青 
𩇜	青 先 
𩇝	冫 靘 
𩇟	冫 靚 
𩇠	青 盍 
𩇣	青 瑟 
𩇩	大 非 
𩇫	非 子 
𩇮	非 手 
𩇯	非 巴 
𩇴	非 分 
𩇵	非 古 
𩇺	吞 非 
